INSTNM,CITY,STABBR,INSTURL,LOCALE,MENONLY,WOMENONLY,SATVR75,SATMT75,SATWR75,ACTCM75,SAT_AVG,GRAD_DEBT_MDN
De Wolff College Hair Styling and Cosmetology,Albuquerque,NM,www.dewolffcollege.net,11,0,0,NULL,NULL,NULL,NULL,NULL,8631
New Mexico State University-Dona Ana,Las Cruces,NM,dacc.nmsu.edu/,41,0,0,NULL,NULL,NULL,NULL,NULL,18340
Clovis Community College,Clovis,NM,www.clovis.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,7500
Eastern New Mexico University-Main Campus,Portales,NM,www.enmu.edu,33,0,0,530,550,NULL,22,935,15750
Eastern New Mexico University-Roswell Campus,Roswell,NM,www.roswell.enmu.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,15750
Institute of American Indian and Alaska Native Culture,Santa Fe,NM,www.iaia.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
New Mexico Highlands University,Las Vegas,NM,www.nmhu.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,12500
New Mexico Junior College,Hobbs,NM,www.nmjc.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,6750
New Mexico Military Institute,Roswell,NM,www.nmmi.edu,33,0,0,530,570,530,23,945,7577.5
University of New Mexico-Gallup Campus,Gallup,NM,www.gallup.unm.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,19576
New Mexico Institute of Mining and Technology,Socorro,NM,www.nmt.edu,33,0,0,640,670,NULL,29,1193,16006
University of New Mexico-Los Alamos Campus,Los Alamos,NM,losalamos.unm.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,19576
University of New Mexico-Main Campus,Albuquerque,NM,www.unm.edu,11,0,0,620,620,NULL,25,1060,19576
New Mexico State University-Alamogordo,Alamogordo,NM,nmsua.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,18340
New Mexico State University-Carlsbad,Carlsbad,NM,carlsbad.nmsu.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,18340
New Mexico State University-Grants,Grants,NM,grants.nmsu.edu/,33,0,0,NULL,NULL,NULL,NULL,NULL,18340
New Mexico State University-Main Campus,Las Cruces,NM,www.nmsu.edu/,22,0,0,535,550,530,24,984,18340
University of New Mexico-Valencia County Campus,Los Lunas,NM,vc.unm.edu/,41,0,0,NULL,NULL,NULL,NULL,NULL,19576
Northern New Mexico College,Espanola,NM,nnmc.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,7000
San Juan College,Farmington,NM,www.sanjuancollege.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9260.5
Santa Fe Community College,Santa Fe,NM,www.sfcc.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,16500
Santa Fe University of Art and Design,Santa Fe,NM,www.santafeuniversity.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,25000
University of the Southwest,Hobbs,NM,www.usw.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,24899
Southwestern College,Santa Fe,NM,www.swc.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Southwestern Indian Polytechnic Institute,Albuquerque,NM,www.sipi.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
University of New Mexico-Taos Campus,Ranchos de Taos,NM,taos.unm.edu/index.html,41,0,0,NULL,NULL,NULL,NULL,NULL,19576
Mesalands Community College,Tucumcari,NM,www.mesalands.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Vogue College of Cosmetology-Santa Fe,Santa Fe,NM,voguebeautycollege.com,13,0,0,NULL,NULL,NULL,NULL,NULL,10706
Western New Mexico University,Silver City,NM,www.wnmu.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,17750
Vaughn College of Aeronautics and Technology,Flushing,NY,www.vaughn.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,22625
Adelphi University,Garden City,NY,www.adelphi.edu/,21,0,0,600,620,610,24,1092,25000
Adirondack Community College,Queensbury,NY,WWW.SUNYACC.EDU,23,0,0,NULL,NULL,NULL,NULL,NULL,12000
Globe Institute of Technology,New York,NY,www.globe.edu/index.asp,11,0,0,NULL,NULL,NULL,NULL,NULL,8229
Bryant & Stratton College-Albany,Albany,NY,www.bryantstratton.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,24200
Albany College of Pharmacy and Health Sciences,Albany,NY,www.acphs.edu,13,0,0,610,650,600,28,1165,26144
Albany Law School,Albany,NY,www.albanylaw.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Albany Medical College,Albany,NY,www.amc.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Alfred University,Alfred,NY,www.alfred.edu,33,0,0,570,590,550,26,1064,27000
Allen School-Brooklyn,Brooklyn,NY,www.allenschool.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
The Ailey School,New York,NY,www.theaileyschool.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
American Academy of Dramatic Arts-New York,New York,NY,www.aada.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12000
American Academy McAllister Institute of Funeral Service,New York,NY,www.funeraleducation.org,11,0,0,NULL,NULL,NULL,NULL,NULL,16225
Joffrey Ballet School,New York,NY,www.joffreyballetschool.com,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
American Musical and Dramatic Academy,New York,NY,www.amda.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12000
Apex Technical School,Long Island City,NY,www.apextechnical.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Arnot Ogden Medical Center,Elmira,NY,www.aomc.org,13,0,0,NULL,NULL,NULL,NULL,NULL,19500
Associated Beth Rivkah Schools,Brooklyn,NY,dhl.bethrivkah.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Austin's School of Spa Technology,Albany,NY,www.austin.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,6331
Bank Street College of Education,New York,NY,www.bankstreet.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Bard College,Annandale-On-Hudson,NY,www.bard.edu,31,0,0,NULL,NULL,NULL,NULL,NULL,25750
Barnard College,New York,NY,www.barnard.edu,11,0,1,730,710,730,32,1343,16725
Berk Trade and Business School,Long Island City,NY,www.berktradeschool.com,11,0,0,NULL,NULL,NULL,NULL,NULL,6333
Berkeley College-New York,New York,NY,www.BerkeleyCollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,29252.5
Beth Hatalmud Rabbinical College,Brooklyn,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Phillips Beth Israel School of Nursing,New York,NY,www.pbisn.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,16000
Hair Design Institute at Fifth Avenue-Brooklyn,Brooklyn,NY,hairdesigninstitute.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,7637
Boricua College,New York,NY,boricuacollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,7245
Bramson ORT College,Forest Hills,NY,bramsonort.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,8550
Briarcliffe College,Bethpage,NY,www.briarcliffe.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,28720.5
Brittany Beauty School,Levittown,NY,https://www.BrittanyBeautySchool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,8025
American Beauty School,Bronx,NY,www.americanbeautyschool.com,11,0,0,NULL,NULL,NULL,NULL,NULL,3219
Brooklyn Law School,Brooklyn,NY,www.brooklaw.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
SUNY Broome Community College,Binghamton,NY,WWW.SUNYBROOME.EDU,22,0,0,NULL,NULL,NULL,NULL,NULL,11500
Bryant & Stratton College-Amherst,Getzville,NY,www.bryantstratton.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,24200
Bryant & Stratton College-Syracuse North,Liverpool,NY,www.bryantstratton.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,24200
Bryant & Stratton College-Syracuse,Syracuse,NY,www.bryantstratton.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,24200
Bryant & Stratton College-Buffalo,Buffalo,NY,www.bryantstratton.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,24200
Bryant & Stratton College-Greece,Rochester,NY,www.bryantstratton.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,24200
Business Informatics Center Inc,Valley Stream,NY,www.thecollegeforbusiness.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Canisius College,Buffalo,NY,WWW.Canisius.edu,11,0,0,580,600,NULL,27,1085,25000
Capri Cosmetology Learning Centers,Nanuet,NY,Caprinow.com,21,0,0,NULL,NULL,NULL,NULL,NULL,6333
St Paul's School of Nursing-Queens,Rego Park,NY,stpaulsschoolofnursing.com,11,0,0,NULL,NULL,NULL,NULL,NULL,20063
Cayuga County Community College,Auburn,NY,www.cayuga-cc.edu/,32,0,0,NULL,NULL,NULL,NULL,NULL,11028
Cazenovia College,Cazenovia,NY,www.cazenovia.edu,31,0,0,NULL,NULL,NULL,NULL,NULL,25500
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Cheryl Fells School of Business,Niagara Falls,NY,www.cherylfell.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,16500
Christ the King Seminary,East Aurora,NY,www.cks.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,NULL
Christine Valmy International School for Esthetics  Skin Care & Makeup,New York,NY,www.christinevalmy.com,11,0,0,NULL,NULL,NULL,NULL,NULL,4451
Circle in the Square Theater School,New York,NY,www.circlesquare.org,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Clarkson University,Potsdam,NY,www.clarkson.edu,33,0,0,620,670,600,29,1195,27000
Clinton Community College,Plattsburgh,NY,www.clinton.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,11687
Cochran School of Nursing,Yonkers,NY,www.cochranschoolofnursing.us,21,0,0,NULL,NULL,NULL,NULL,NULL,20000
Colgate Rochester Crozer Divinity School,Rochester,NY,www.crcds.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Colgate University,Hamilton,NY,www.colgate.edu,32,0,0,720,750,NULL,32,1369,16114.5
Metropolitan College of New York,New York,NY,www.mcny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,33250
Columbia University in the City of New York,New York,NY,www.columbia.edu,11,0,0,780,790,780,34,1470,23000
Columbia-Greene Community College,Hudson,NY,www.sunycgcc.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,10000
Empire Beauty School-Queens,Astoria,NY,www.empire.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9768.5
Concordia College-New York,Bronxville,NY,www.concordia-ny.edu,21,0,0,470,490,470,22,872,26000
Continental School of Beauty Culture-Buffalo,Buffalo,NY,www.continentalnow.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Continental School of Beauty Culture-Batavia,Batavia,NY,www.continentalnow.com,32,0,0,NULL,NULL,NULL,NULL,NULL,9500
Continental School of Beauty Culture-Rochester,Rochester,NY,www.continentalnow.com,21,0,0,NULL,NULL,NULL,NULL,NULL,7731.5
Cooper Union for the Advancement of Science and Art,New York,NY,www.cooper.edu,11,0,0,730,770,710,34,1388,18250
Cornell University,Ithaca,NY,www.cornell.edu,13,0,0,740,770,NULL,34,1422,12034.5
Weill Cornell Medical College,New York,NY,www.med.cornell.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12034.5
Corning Community College,Corning,NY,www.corning-cc.edu/,41,0,0,NULL,NULL,NULL,NULL,NULL,12000
Pomeroy College of Nursing at Crouse Hospital,Syracuse,NY,www.crouse.org/nursing,12,0,0,NULL,NULL,NULL,NULL,NULL,16125
Culinary Institute of America,Hyde Park,NY,www.ciachef.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,15490.5
CUNY Bernard M Baruch College,New York,NY,www.baruch.cuny.edu,11,0,0,640,690,NULL,NULL,1235,11000
CUNY Borough of Manhattan Community College,New York,NY,www.bmcc.cuny.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,7500
CUNY Bronx Community College,Bronx,NY,www.bcc.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,7720
CUNY Brooklyn College,Brooklyn,NY,www.brooklyn.cuny.edu,11,0,0,570,610,NULL,NULL,1085,10456
College of Staten Island CUNY,Staten Island,NY,www.csi.cuny.edu,11,0,0,530,570,NULL,NULL,1005,14666
CUNY City College,New York,NY,www.ccny.cuny.edu,11,0,0,600,660,NULL,NULL,1130,11551
CUNY Graduate School and University Center,New York,NY,www.gc.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9318
CUNY Hostos Community College,Bronx,NY,www.hostos.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,7000
CUNY Hunter College,New York,NY,www.hunter.cuny.edu,11,0,0,610,650,NULL,NULL,1160,10053
CUNY John Jay College of Criminal Justice,New York,NY,www.jjay.cuny.edu,11,0,0,520,540,NULL,NULL,970,10092
CUNY Kingsborough Community College,Brooklyn,NY,www.kbcc.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,6032
CUNY LaGuardia Community College,Long Island City,NY,www.lagcc.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,5500
CUNY Lehman College,Bronx,NY,www.lehman.cuny.edu,11,0,0,530,530,NULL,NULL,995,10000
CUNY Medgar Evers College,Brooklyn,NY,www.mec.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,8350
CUNY New York City College of Technology,Brooklyn,NY,www.citytech.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,10101.5
CUNY Queens College,Queens,NY,www.qc.cuny.edu,11,0,0,560,610,NULL,NULL,1090,11000
CUNY Queensborough Community College,Bayside,NY,www.qcc.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,7843
CUNY School of Law,Long Island City,NY,www.law.cuny.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
CUNY York College,Jamaica,NY,www.york.cuny.edu,11,0,0,470,510,NULL,NULL,900,9500
CVPH Medical Center School of Radiologic Technology,Plattsburgh,NY,www.cvph.org/,32,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
D'Youville College,Buffalo,NY,www.dyc.edu,11,0,0,550,570,530,25,1035,25500
Daemen College,Amherst,NY,www.daemen.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,21765.5
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,NULL,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Dominican College of Blauvelt,Orangeburg,NY,www.dc.edu,21,0,0,480,480,473,21,872,27000
Dowling College,Oakdale,NY,WWW.DOWLING.EDU,21,0,0,NULL,NULL,NULL,NULL,NULL,25350
Dutchess Community College,Poughkeepsie,NY,www.sunydutchess.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,10250
Belanger School of Nursing,Schenectady,NY,ellisbelangerschoolofnursing.org,13,0,0,NULL,NULL,NULL,NULL,NULL,14758
Elmira Business Institute,Elmira,NY,www.ebi-college.com,13,0,0,NULL,NULL,NULL,NULL,NULL,20000
Elmira College,Elmira,NY,www.elmira.edu,13,0,0,590,590,NULL,27,1073,27000
Erie Community College,Buffalo,NY,www.ecc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,8250
Fashion Institute of Technology,New York,NY,www.fitnyc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,20000
Finger Lakes Community College,Canandaigua,NY,www.flcc.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,12000
Five Towns College,Dix Hills,NY,www.ftc.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25292.5
Fordham University,Bronx,NY,www.fordham.edu,11,0,0,670,680,680,30,1254,25000
The International Culinary Center,New York,NY,www.internationalculinarycenter.com,11,0,0,NULL,NULL,NULL,NULL,NULL,6333
Fulton-Montgomery Community College,Johnstown,NY,fmcc.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,13006
Gemological Institute of America-New York,New York,NY,www.gia.edu/gem-education,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
The General Theological Seminary,New York,NY,WWW.GTS.EDU,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Genesee Community College,Batavia,NY,www.genesee.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,10675
Gloria Francis School of Make-Up Artistry,Hicksville,NY,https://www.brittanybeautyschool.com/,21,0,0,NULL,NULL,NULL,NULL,NULL,4434
Hamilton College,Clinton,NY,www.hamilton.edu,41,0,0,730,740,740,33,1393,15300
Hartwick College,Oneonta,NY,www.hartwick.edu/,33,0,0,NULL,NULL,NULL,NULL,NULL,27000
Helene Fuld College of Nursing,New York,NY,www.helenefuld.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14250
Herkimer County Community College,Herkimer,NY,www.herkimer.edu/,41,0,0,NULL,NULL,NULL,NULL,NULL,11962
Hilbert College,Hamburg,NY,www.hilbert.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25536
Hobart William Smith Colleges,Geneva,NY,WWW.HWS.EDU,32,0,0,NULL,NULL,NULL,NULL,NULL,27000
Hofstra University,Hempstead,NY,www.hofstra.edu,21,0,0,610,620,NULL,28,1147,23500
Houghton College,Houghton,NY,www.houghton.edu,43,0,0,640,620,610,27,1121,25500
Hudson Valley Community College,Troy,NY,www.hvcc.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,10500
Hunter Business School,Levittown,NY,hunterbusinessschool.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7173
Institute of Design and Construction,Brooklyn,NY,www.idc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Institute of Audio Research,New York,NY,audioschool.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Iona College,New Rochelle,NY,www.iona.edu,21,0,0,550,560,NULL,25,1022,25400
Isabella Graham Hart School of Practical Nursing,Rochester,NY,www.rochesterregionalhealth.org/IGH,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Island Drafting and Technical Institute,Amityville,NY,www.idti.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Ithaca College,Ithaca,NY,www.ithaca.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,26000
Jamestown Community College,Jamestown,NY,www.sunyjcc.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,9250
Jamestown Business College,Jamestown,NY,www.jamestownbusinesscollege.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,12050
Jefferson Community College,Watertown,NY,www.sunyjefferson.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9128
Jewish Theological Seminary of America,New York,NY,www.jtsa.edu,11,0,0,720,730,720,31,1330,PrivacySuppressed
The Juilliard School,New York,NY,www.juilliard.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,27000
SBI Campus-An Affiliate of Sanford-Brown,Melville,NY,www.sbmelville.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,10135.5
Kehilath Yakov Rabbinical Seminary,Ossining,NY,kehilathyakov.com,41,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Keuka College,Keuka Park,NY,www.keuka.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,27000
LIM College,New York,NY,www.limcollege.edu,11,0,0,520,500,NULL,21,914,26335
Le Moyne College,Syracuse,NY,www.lemoyne.edu,12,0,0,570,590,NULL,27,1071,26248.5
LIU Brooklyn,Brooklyn,NY,liu.edu/Brooklyn,11,0,0,NULL,NULL,NULL,NULL,NULL,25499
LIU Post,Brookville,NY,liu.edu/CWPost,21,0,0,520,530,510,23,950,25499
Long Island Beauty School-Hempstead,Hempstead,NY,www.libs.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7980.5
Long Island Business Institute,Flushing,NY,www.libi.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,17199
LIU Hudson at Rockland,Orangeburg,NY,www.liu.edu/Hudson,21,0,0,NULL,NULL,NULL,NULL,NULL,25499
LIU Brentwood,Brentwood,NY,liu.edu/Brentwood,21,0,0,NULL,NULL,NULL,NULL,NULL,25499
Machzikei Hadath Rabbinical College,Brooklyn,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mandl School-The College of Allied Health,New York,NY,www.mandl.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14250
Manhattan College,Riverdale,NY,www.manhattan.edu,11,0,0,580,610,590,27,1097,26000
Manhattan School of Music,New York,NY,www.msmnyc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,23700
Manhattanville College,Purchase,NY,www.manhattanville.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,26000
Maria College of Albany,Albany,NY,www.mariacollege.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,20000
Marion S Whelan School of Nursing of Geneva General Hospital,Geneva,NY,www.flhealth.org,32,0,0,NULL,NULL,NULL,NULL,NULL,15000
Marist College,Poughkeepsie,NY,www.Marist.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25899
MarJon School of Beauty ltd-Tonawanda,Tonawanda,NY,marjonbeauty.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Marymount Manhattan College,New York,NY,www.mmm.edu,11,0,0,600,570,NULL,26,1065,23000
Medaille College,Buffalo,NY,www.medaille.edu,11,0,0,470,480,NULL,NULL,840,25000
Memorial College of Nursing,Albany,NY,www.nehealth.com,13,0,0,NULL,NULL,NULL,NULL,NULL,13610.5
Memorial Hospital School of Radiation Therapy Technology,New York,NY,www.mskcc.org/mskcc/html/13431.cfm,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mercy College,Dobbs Ferry,NY,www.mercy.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,23111
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,independentrabbinicalcolleges.org/index.html,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mesivtha Tifereth Jerusalem of America,New York,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Southern Westchester BOCES-Practical Nursing Program,Harrison,NY,www.swboces.org,21,0,0,NULL,NULL,NULL,NULL,NULL,11693
Midway Paris Beauty School,Ridgewood,NY,www.midwayparis.com/,11,0,0,NULL,NULL,NULL,NULL,NULL,6725
Mildred Elley School-Albany Campus,Albany,NY,www.mildred-elley.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,17865
Mirrer Yeshiva Cent Institute,Brooklyn,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Modern Welding School,Schenectady,NY,www.modernwelding.com,13,0,0,NULL,NULL,NULL,NULL,NULL,7019
Mohawk Valley Community College,Utica,NY,www.mvcc.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,11860
Molloy College,Rockville Centre,NY,www.molloy.edu,21,0,0,560,580,570,26,1072,27000
Monroe College,Bronx,NY,www.monroecollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,19375
Monroe Community College,Rochester,NY,www.monroecc.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,11548
Mount Saint Mary College,Newburgh,NY,www.msmc.edu,21,0,0,540,560,NULL,24,1011,25941.5
College of Mount Saint Vincent,Bronx,NY,www.mountsaintvincent.edu,11,0,0,510,500,NULL,22,931,27000
Icahn School of Medicine at Mount Sinai,New York,NY,icahn.mssm.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Nassau Community College,Garden City,NY,www.ncc.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Nazareth College,Rochester,NY,www.naz.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,26024
Neighborhood Playhouse School of the Theater,New York City,NY,www.neighborhoodplayhouse.org,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
The College of New Rochelle,New Rochelle,NY,www.cnr.edu,21,0,0,520,510,NULL,24,958,22175
The New School,New York,NY,www.newschool.edu/,11,0,0,620,620,NULL,27,1117,24384
New School of Radio and Television,Albany,NY,thenewschool.us,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
New York Chiropractic College,Seneca Falls,NY,www.nycc.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Star Career Academy-New York,New York,NY,www.starcareer.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
New York Law School,New York,NY,www.nyls.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,3000
New York Medical College,Valhalla,NY,WWW.NYMC.EDU,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
New York School for Medical and Dental Assistants,Long Island City,NY,nysmda.com,11,0,0,NULL,NULL,NULL,NULL,NULL,8770
New York Theological Seminary,New York,NY,nyts.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
New York University,New York,NY,www.nyu.edu,11,0,0,710,740,720,32,1344,23300
